C:1, 0,0, D:East, S:\
C:3944, 3,52, D:East, S:.
C:3945, 3,53, D:East, S:.
C:3946, 3,54, D:East, S:.
C:3947, 3,55, D:East, S:.
C:3948, 3,56, D:East, S:.
C:3949, 3,57, D:East, S:.
C:3950, 3,58, D:East, S:.
C:3951, 3,59, D:East, S:.
C:3952, 3,60, D:East, S:.
C:3953, 3,61, D:East, S:.
C:3954, 3,62, D:East, S:.
C:3955, 3,63, D:East, S:.
C:3956, 3,64, D:East, S:.
C:3957, 3,65, D:East, S:.
C:3958, 3,66, D:East, S:.
C:3959, 3,67, D:East, S:.
C:3960, 3,68, D:East, S:.
C:3961, 3,69, D:East, S:.
C:3962, 3,70, D:East, S:.
C:3963, 3,71, D:East, S:.
C:3964, 3,72, D:East, S:.
C:3965, 3,73, D:East, S:.
C:3966, 3,74, D:East, S:.
C:3967, 3,75, D:East, S:.
C:3968, 3,76, D:East, S:.
C:3969, 3,77, D:East, S:.
C:3970, 3,78, D:East, S:.
C:3971, 3,79, D:East, S:.
C:3972, 3,80, D:East, S:.
C:3973, 3,81, D:East, S:.
C:3974, 3,82, D:East, S:.
C:3975, 3,83, D:East, S:.
C:3976, 3,84, D:East, S:.
C:3977, 3,85, D:East, S:.
C:3978, 3,86, D:East, S:.
C:3979, 3,87, D:East, S:.
C:3980, 3,88, D:East, S:.
C:3981, 3,89, D:East, S:.
C:3982, 3,90, D:East, S:.
C:3983, 3,91, D:East, S:.
C:3984, 3,92, D:East, S:.
C:3985, 3,93, D:East, S:.
C:3986, 3,94, D:East, S:.
C:3987, 3,95, D:East, S:.
C:3988, 3,96, D:East, S:.
C:3989, 3,97, D:East, S:.
C:3990, 3,98, D:East, S:.
C:3991, 3,99, D:East, S:.
C:3992, 3,100, D:East, S:.
C:3993, 3,101, D:East, S:.
C:3994, 3,102, D:East, S:.
C:3995, 3,103, D:East, S:.
C:3996, 3,104, D:East, S:/
C:3997, 2,104, D:North, S:.
C:3998, 1,104, D:North, S:.
C:3999, 0,104, D:North, S:.
C:3999, -1,104, D:North -> End.
C:4000, 25,44, D:South, S:/
C:4001, 25,43, D:West, S:.
C:4002, 25,42, D:West, S:.
C:4003, 25,41, D:West, S:.
C:4004, 25,40, D:West, S:.
C:4005, 25,39, D:West, S:.
C:4006, 25,38, D:West, S:.
C:4007, 25,37, D:West, S:.
C:4008, 25,36, D:West, S:.
C:4009, 25,35, D:West, S:.
C:4010, 25,34, D:West, S:.
C:4011, 25,33, D:West, S:.
C:4012, 25,32, D:West, S:.
C:4013, 25,31, D:West, S:.
C:4014, 25,30, D:West, S:.
C:4015, 25,29, D:West, S:.
C:4016, 25,28, D:West, S:.
C:4017, 25,27, D:West, S:.
C:4018, 25,26, D:West, S:.
C:4019, 25,25, D:West, S:.
C:4020, 25,24, D:West, S:.
C:4021, 25,23, D:West, S:.
C:4022, 25,22, D:West, S:.
C:4023, 25,21, D:West, S:.
C:4024, 25,20, D:West, S:.
C:4025, 25,19, D:West, S:.
C:4026, 25,18, D:West, S:.
C:4027, 25,17, D:West, S:.
C:4028, 25,16, D:West, S:.
C:4029, 25,15, D:West, S:.
C:4030, 25,14, D:West, S:.
C:4031, 25,13, D:West, S:.
C:4032, 25,12, D:West, S:-
C:4033, 25,11, D:West, S:.
C:4034, 25,10, D:West, S:.
C:4035, 25,9, D:West, S:.
C:4036, 25,8, D:West, S:.
C:4037, 25,7, D:West, S:.
C:4038, 25,6, D:West, S:.
C:4039, 25,5, D:West, S:.
C:4040, 25,4, D:West, S:|
C:4041, 24,4, D:North, S:.
C:4042, 23,4, D:North, S:.
C:4043, 22,4, D:North, S:.
C:4044, 26,4, D:South, S:.
C:4045, 27,4, D:South, S:.
C:4046, 28,4, D:South, S:.
C:4047, 29,4, D:South, S:\
C:4048, 29,5, D:East, S:.
C:4049, 29,6, D:East, S:.
C:4050, 29,7, D:East, S:.
C:4051, 29,8, D:East, S:.
C:4052, 29,9, D:East, S:.
C:4053, 29,10, D:East, S:/
C:4054, 28,10, D:North, S:.
C:4055, 27,10, D:North, S:.
C:4056, 26,10, D:North, S:|
C:4057, 25,10, D:North, S:.
C:4058, 24,10, D:North, S:.
C:4059, 23,10, D:North, S:.
C:4060, 22,10, D:North, S:.
C:4061, 21,10, D:North, S:.
C:4062, 20,10, D:North, S:.
C:4063, 19,10, D:North, S:.
C:4064, 18,10, D:North, S:.
C:4065, 17,10, D:North, S:.
C:4066, 16,10, D:North, S:.
C:4067, 15,10, D:North, S:.
C:4068, 14,10, D:North, S:.
C:4069, 13,10, D:North, S:.
C:4070, 12,10, D:North, S:.
C:4071, 11,10, D:North, S:.
C:4072, 10,10, D:North, S:.
C:4073, 9,10, D:North, S:.
C:4074, 8,10, D:North, S:.
C:4075, 7,10, D:North, S:.
C:4076, 6,10, D:North, S:/
C:4077, 6,11, D:East, S:.
C:4078, 6,12, D:East, S:.
C:4079, 6,13, D:East, S:.
C:4080, 6,14, D:East, S:.
C:4081, 6,15, D:East, S:.
C:4082, 6,16, D:East, S:.
C:4083, 6,17, D:East, S:.
C:4084, 6,18, D:East, S:.
C:4085, 6,19, D:East, S:.
C:4086, 6,20, D:East, S:.
C:4087, 6,21, D:East, S:.
C:4088, 6,22, D:East, S:.
C:4089, 6,23, D:East, S:.
C:4090, 6,24, D:East, S:.
C:4091, 6,25, D:East, S:.
C:4092, 6,26, D:East, S:.
C:4093, 6,27, D:East, S:.
C:4094, 6,28, D:East, S:.
C:4095, 6,29, D:East, S:\
C:4096, 7,29, D:South, S:.
C:4097, 8,29, D:South, S:.
C:4098, 9,29, D:South, S:.
C:4099, 10,29, D:South, S:.
C:4100, 11,29, D:South, S:.
C:4101, 12,29, D:South, S:.
C:4102, 13,29, D:South, S:\
C:4103, 13,30, D:East, S:.
C:4104, 13,31, D:East, S:.
C:4105, 13,32, D:East, S:.
C:4106, 13,33, D:East, S:.
C:4107, 13,34, D:East, S:.
C:4108, 13,35, D:East, S:.
C:4109, 13,36, D:East, S:.
C:4110, 13,37, D:East, S:.
C:4111, 13,38, D:East, S:.
C:4112, 13,39, D:East, S:.
C:4113, 13,40, D:East, S:.
C:4114, 13,41, D:East, S:.
C:4115, 13,42, D:East, S:.
C:4116, 13,43, D:East, S:.
C:4117, 13,44, D:East, S:.
C:4118, 13,45, D:East, S:.
C:4119, 13,46, D:East, S:\
C:4120, 14,46, D:South, S:.
C:4121, 15,46, D:South, S:.
C:4122, 16,46, D:South, S:.
C:4123, 17,46, D:South, S:.
C:4124, 18,46, D:South, S:.
C:4125, 19,46, D:South, S:.
C:4126, 20,46, D:South, S:.
C:4127, 21,46, D:South, S:.
C:4128, 22,46, D:South, S:.
C:4129, 23,46, D:South, S:|
C:4130, 24,46, D:South, S:.
C:4131, 25,46, D:South, S:.
C:4132, 26,46, D:South, S:.
C:4133, 27,46, D:South, S:.
C:4134, 28,46, D:South, S:.
C:4135, 29,46, D:South, S:.
C:4136, 30,46, D:South, S:.
C:4137, 31,46, D:South, S:.
C:4138, 32,46, D:South, S:.
C:4139, 33,46, D:South, S:|
C:4140, 34,46, D:South, S:.
C:4141, 35,46, D:South, S:.
C:4142, 36,46, D:South, S:.
C:4143, 37,46, D:South, S:.
C:4144, 14,52, D:East, S:.
C:4145, 14,53, D:East, S:.
C:4146, 14,54, D:East, S:.
C:4147, 14,55, D:East, S:.
C:4148, 14,56, D:East, S:.
C:4149, 14,57, D:East, S:.
C:4150, 14,58, D:East, S:.
C:4151, 14,59, D:East, S:.
C:4152, 14,60, D:East, S:.
C:4153, 14,61, D:East, S:.
C:4154, 14,62, D:East, S:.
C:4155, 14,63, D:East, S:.
C:4156, 14,64, D:East, S:.
C:4157, 14,65, D:East, S:.
C:4158, 14,66, D:East, S:.
C:4159, 14,67, D:East, S:.
C:4160, 14,68, D:East, S:.
C:4161, 14,69, D:East, S:.
C:4162, 14,70, D:East, S:.
C:4163, 14,71, D:East, S:.
C:4164, 14,72, D:East, S:.
C:4165, 14,73, D:East, S:.
C:4166, 14,74, D:East, S:.
C:4167, 14,75, D:East, S:/
C:4168, 13,75, D:North, S:.
C:4169, 12,75, D:North, S:.
C:4170, 11,75, D:North, S:.
C:4171, 10,75, D:North, S:.
C:4172, 9,75, D:North, S:.
C:4173, 8,75, D:North, S:.
C:4174, 7,75, D:North, S:.
C:4175, 6,75, D:North, S:.
C:4176, 5,75, D:North, S:.
C:4177, 4,75, D:North, S:.
C:4178, 3,75, D:North, S:.
C:4179, 2,75, D:North, S:.
C:4180, 1,75, D:North, S:-
C:4181, 1,74, D:West, S:.
C:4182, 1,73, D:West, S:.
C:4183, 1,72, D:West, S:.
C:4184, 1,71, D:West, S:.
C:4185, 1,70, D:West, S:.
C:4186, 1,69, D:West, S:.
C:4187, 1,68, D:West, S:.
C:4188, 1,67, D:West, S:.
C:4189, 1,66, D:West, S:.
C:4190, 1,65, D:West, S:.
C:4191, 1,64, D:West, S:.
C:4192, 1,63, D:West, S:.
C:4193, 1,62, D:West, S:.
C:4194, 1,61, D:West, S:.
C:4195, 1,60, D:West, S:.
C:4196, 1,59, D:West, S:-
C:4197, 1,58, D:West, S:.
C:4198, 1,57, D:West, S:.
C:4199, 1,56, D:West, S:.
C:4200, 1,55, D:West, S:.
C:4201, 1,54, D:West, S:.
C:4202, 1,53, D:West, S:\
C:4203, 0,53, D:North, S:.
C:4203, -1,53, D:North -> End.
C:4204, 1,76, D:East, S:.
C:4205, 1,77, D:East, S:.
C:4206, 1,78, D:East, S:.
C:4207, 1,79, D:East, S:.
C:4208, 1,80, D:East, S:.
C:4209, 1,81, D:East, S:.
C:4210, 1,82, D:East, S:.
C:4211, 1,83, D:East, S:.
C:4212, 1,84, D:East, S:\
C:4213, 2,84, D:South, S:.
C:4214, 3,84, D:South, S:.
C:4215, 4,84, D:South, S:|
C:4216, 5,84, D:South, S:.
C:4217, 6,84, D:South, S:.
C:4218, 7,84, D:South, S:.
C:4219, 8,84, D:South, S:/
C:4220, 8,83, D:West, S:.
C:4221, 8,82, D:West, S:.
C:4222, 8,81, D:West, S:\
C:4223, 7,81, D:North, S:.
C:4224, 6,81, D:North, S:.
C:4225, 5,81, D:North, S:.
C:4226, 4,81, D:North, S:/
C:4227, 4,82, D:East, S:.
C:4228, 4,83, D:East, S:.
C:4229, 4,84, D:East, S:|
C:4230, 3,84, D:North, S:.
C:4231, 2,84, D:North, S:.
C:4232, 1,84, D:North, S:\
C:4233, 1,83, D:West, S:.
C:4234, 1,82, D:West, S:.
C:4235, 1,81, D:West, S:.
C:4236, 1,80, D:West, S:.
C:4237, 1,79, D:West, S:.
C:4238, 1,78, D:West, S:.
C:4239, 1,77, D:West, S:.
C:4240, 1,76, D:West, S:.
C:4241, 1,75, D:West, S:-
C:4242, 1,74, D:West, S:.
C:4243, 1,73, D:West, S:.
C:4244, 1,72, D:West, S:.
C:4245, 1,71, D:West, S:.
C:4246, 1,70, D:West, S:.
C:4247, 1,69, D:West, S:.
C:4248, 1,68, D:West, S:.
C:4249, 1,67, D:West, S:.
C:4250, 1,66, D:West, S:.
C:4251, 1,65, D:West, S:.
C:4252, 1,64, D:West, S:.
C:4253, 1,63, D:West, S:.
C:4254, 1,62, D:West, S:.
C:4255, 1,61, D:West, S:.
C:4256, 1,60, D:West, S:.
C:4257, 5,84, D:South, S:.
C:4258, 6,84, D:South, S:.
C:4259, 7,84, D:South, S:.
C:4260, 23,77, D:East, S:.
C:4261, 23,78, D:East, S:.
C:4262, 23,79, D:East, S:.
C:4263, 23,80, D:East, S:.
C:4264, 23,81, D:East, S:.
C:4265, 23,82, D:East, S:\
C:4266, 24,82, D:South, S:.
C:4267, 25,82, D:South, S:.
C:4268, 26,82, D:South, S:.
C:4269, 27,82, D:South, S:.
C:4270, 28,82, D:South, S:.
C:4271, 29,82, D:South, S:.
C:4272, 30,82, D:South, S:/
C:4273, 30,81, D:West, S:.
C:4274, 30,80, D:West, S:.
C:4275, 30,79, D:West, S:.
C:4276, 30,78, D:West, S:.
C:4277, 30,77, D:West, S:.
C:4278, 30,76, D:West, S:.
C:4279, 30,75, D:West, S:.
C:4280, 30,74, D:West, S:.
C:4281, 30,73, D:West, S:.
C:4282, 30,72, D:West, S:.
C:4283, 30,71, D:West, S:.
C:4284, 30,70, D:West, S:.
C:4285, 30,69, D:West, S:.
C:4286, 30,68, D:West, S:.
C:4287, 30,67, D:West, S:.
C:4288, 30,66, D:West, S:-
C:4289, 30,65, D:West, S:.
C:4290, 30,64, D:West, S:.
C:4291, 30,63, D:West, S:.
C:4292, 30,62, D:West, S:.
C:4293, 30,61, D:West, S:|
C:4294, 29,61, D:North, S:.
C:4295, 28,61, D:North, S:.
C:4296, 27,61, D:North, S:.
C:4297, 26,61, D:North, S:.
C:4298, 25,61, D:North, S:.
C:4299, 24,61, D:North, S:.
C:4300, 23,61, D:North, S:.
C:4301, 22,61, D:North, S:.
C:4302, 21,61, D:North, S:.
C:4303, 20,61, D:North, S:.
C:4304, 19,61, D:North, S:.
C:4305, 18,61, D:North, S:/
C:4306, 18,62, D:East, S:.
C:4307, 18,63, D:East, S:.
C:4308, 18,64, D:East, S:.
C:4309, 18,65, D:East, S:.
C:4310, 18,66, D:East, S:.
C:4311, 18,67, D:East, S:.
C:4312, 18,68, D:East, S:.
C:4313, 18,69, D:East, S:.
C:4314, 18,70, D:East, S:.
C:4315, 18,71, D:East, S:.
C:4316, 18,72, D:East, S:/
C:4317, 17,72, D:North, S:.
C:4318, 16,72, D:North, S:.
C:4319, 15,72, D:North, S:.
C:4320, 14,72, D:North, S:.
C:4321, 13,72, D:North, S:.
C:4322, 12,72, D:North, S:.
C:4323, 11,72, D:North, S:.
C:4324, 10,72, D:North, S:/
C:4325, 10,73, D:East, S:-
C:4326, 10,74, D:East, S:.
C:4327, 10,75, D:East, S:.
C:4328, 10,76, D:East, S:.
C:4329, 10,77, D:East, S:.
C:4330, 10,78, D:East, S:.
C:4331, 10,79, D:East, S:.
C:4332, 10,80, D:East, S:.
C:4333, 10,81, D:East, S:.
C:4334, 10,82, D:East, S:.
C:4335, 10,83, D:East, S:.
C:4336, 10,84, D:East, S:.
C:4337, 10,85, D:East, S:.
C:4338, 10,86, D:East, S:.
C:4339, 10,87, D:East, S:.
C:4340, 10,88, D:East, S:.
C:4341, 10,89, D:East, S:.
C:4342, 10,90, D:East, S:.
C:4343, 10,91, D:East, S:.
C:4344, 10,92, D:East, S:.
C:4345, 10,93, D:East, S:.
C:4346, 10,94, D:East, S:.
C:4347, 10,95, D:East, S:.
C:4348, 10,96, D:East, S:.
C:4349, 10,97, D:East, S:.
C:4350, 10,98, D:East, S:.
C:4351, 10,99, D:East, S:\
C:4352, 11,99, D:South, S:.
C:4353, 12,99, D:South, S:.
C:4354, 13,99, D:South, S:.
C:4355, 14,99, D:South, S:.
C:4356, 15,99, D:South, S:.
C:4357, 16,99, D:South, S:.
C:4358, 17,99, D:South, S:.
C:4359, 18,99, D:South, S:.
C:4360, 19,99, D:South, S:.
C:4361, 20,99, D:South, S:\
C:4362, 20,100, D:East, S:|
C:4363, 19,100, D:North, S:.
C:4364, 18,100, D:North, S:.
C:4365, 17,100, D:North, S:.
C:4366, 16,100, D:North, S:.
C:4367, 15,100, D:North, S:.
C:4368, 14,100, D:North, S:.
C:4369, 13,100, D:North, S:.
C:4370, 12,100, D:North, S:.
C:4371, 11,100, D:North, S:.
C:4372, 10,100, D:North, S:.
C:4373, 9,100, D:North, S:.
C:4374, 8,100, D:North, S:.
C:4375, 7,100, D:North, S:.
C:4376, 6,100, D:North, S:.
C:4377, 5,100, D:North, S:.
C:4378, 4,100, D:North, S:.
C:4379, 3,100, D:North, S:.
C:4380, 2,100, D:North, S:.
C:4381, 1,100, D:North, S:.
C:4382, 0,100, D:North, S:.
C:4382, -1,100, D:North -> End.
C:4383, 21,100, D:South, S:.
C:4384, 22,100, D:South, S:.
C:4385, 23,100, D:South, S:.
C:4386, 24,100, D:South, S:.
C:4387, 25,100, D:South, S:.
C:4388, 26,100, D:South, S:.
C:4389, 27,100, D:South, S:.
C:4390, 28,100, D:South, S:.
C:4391, 29,100, D:South, S:.
C:4392, 30,100, D:South, S:.
C:4393, 31,100, D:South, S:.
C:4394, 32,100, D:South, S:\
C:4395, 32,101, D:East, S:.
C:4396, 32,102, D:East, S:.
C:4397, 32,103, D:East, S:.
C:4398, 32,104, D:East, S:.
C:4399, 32,105, D:East, S:.
C:4400, 32,106, D:East, S:.
C:4401, 32,107, D:East, S:.
C:4402, 32,108, D:East, S:.
C:4403, 32,109, D:East, S:.
C:4403, 32,110, D:East -> End.
C:4404, 31,61, D:South, S:.
C:4405, 32,61, D:South, S:.
C:4406, 33,61, D:South, S:.
C:4407, 34,61, D:South, S:.
C:4408, 35,61, D:South, S:.
C:4409, 36,61, D:South, S:.
C:4410, 37,61, D:South, S:.
C:4411, 38,61, D:South, S:\
C:4412, 38,62, D:East, S:.
C:4413, 38,63, D:East, S:.
C:4414, 38,64, D:East, S:.
C:4415, 38,65, D:East, S:.
C:4416, 38,66, D:East, S:-
C:4417, 38,67, D:East, S:.
C:4418, 38,68, D:East, S:/
C:4419, 37,68, D:North, S:.
C:4420, 36,68, D:North, S:.
C:4421, 35,68, D:North, S:.
C:4422, 34,68, D:North, S:.
C:4423, 33,68, D:North, S:.
C:4424, 32,68, D:North, S:.
C:4425, 31,68, D:North, S:.
C:4426, 30,68, D:North, S:.
C:4427, 29,68, D:North, S:.
C:4428, 28,68, D:North, S:.
C:4429, 27,68, D:North, S:.
C:4430, 26,68, D:North, S:.
C:4431, 25,68, D:North, S:.
C:4432, 24,68, D:North, S:.
C:4433, 23,68, D:North, S:.
C:4434, 22,68, D:North, S:.
C:4435, 21,68, D:North, S:.
C:4436, 20,68, D:North, S:.
C:4437, 19,68, D:North, S:.
C:4438, 18,68, D:North, S:.
C:4439, 17,68, D:North, S:.
C:4440, 16,68, D:North, S:.
C:4441, 15,68, D:North, S:.
C:4442, 14,68, D:North, S:.
C:4443, 13,68, D:North, S:.
C:4444, 12,68, D:North, S:.
C:4445, 11,68, D:North, S:.
C:4446, 10,68, D:North, S:.
C:4447, 9,68, D:North, S:/
C:4448, 9,69, D:East, S:.
C:4449, 9,70, D:East, S:.
C:4450, 9,71, D:East, S:|
C:4451, 8,71, D:North, S:.
C:4452, 7,71, D:North, S:.
C:4453, 6,71, D:North, S:.
C:4454, 5,71, D:North, S:.
C:4455, 4,71, D:North, S:.
C:4456, 3,71, D:North, S:.
C:4457, 2,71, D:North, S:.
C:4458, 1,71, D:North, S:.
C:4459, 0,71, D:North, S:.
C:4459, -1,71, D:North -> End.
C:4460, 10,71, D:South, S:.
C:4461, 11,71, D:South, S:.
C:4462, 12,71, D:South, S:.
C:4463, 13,71, D:South, S:.
C:4464, 14,71, D:South, S:.
C:4465, 15,71, D:South, S:.
C:4466, 16,71, D:South, S:.
C:4467, 17,71, D:South, S:/
C:4468, 17,70, D:West, S:.
C:4469, 17,69, D:West, S:.
C:4470, 17,68, D:West, S:.
C:4471, 17,67, D:West, S:.
C:4472, 17,66, D:West, S:.
C:4473, 17,65, D:West, S:.
C:4474, 17,64, D:West, S:.
C:4475, 17,63, D:West, S:.
C:4476, 17,62, D:West, S:.
C:4477, 17,61, D:West, S:.
C:4478, 17,60, D:West, S:.
C:4479, 17,59, D:West, S:.
C:4480, 17,58, D:West, S:.
C:4481, 17,57, D:West, S:.
C:4482, 17,56, D:West, S:/
C:4483, 18,56, D:South, S:-
C:4484, 18,55, D:West, S:.
C:4485, 18,54, D:West, S:.
C:4486, 18,53, D:West, S:.
C:4487, 18,52, D:West, S:.
C:4488, 18,51, D:West, S:.
C:4489, 18,50, D:West, S:.
C:4490, 18,49, D:West, S:.
C:4491, 18,48, D:West, S:.
C:4492, 18,47, D:West, S:-
C:4493, 18,46, D:West, S:.
C:4494, 18,45, D:West, S:.
C:4495, 18,44, D:West, S:.
C:4496, 18,43, D:West, S:.
C:4497, 18,42, D:West, S:.
C:4498, 18,41, D:West, S:.
C:4499, 18,40, D:West, S:.
C:4500, 18,39, D:West, S:.
C:4501, 18,38, D:West, S:.
C:4502, 18,37, D:West, S:.
C:4503, 18,36, D:West, S:.
C:4504, 18,35, D:West, S:.
C:4505, 18,34, D:West, S:\
C:4506, 17,34, D:North, S:.
C:4507, 16,34, D:North, S:.
C:4508, 15,34, D:North, S:.
C:4509, 14,34, D:North, S:.
C:4510, 13,34, D:North, S:.
C:4511, 12,34, D:North, S:.
C:4512, 11,34, D:North, S:.
C:4513, 10,34, D:North, S:.
C:4514, 9,34, D:North, S:.
C:4515, 8,34, D:North, S:.
C:4516, 7,34, D:North, S:.
C:4517, 6,34, D:North, S:.
C:4518, 5,34, D:North, S:.
C:4519, 4,34, D:North, S:.
C:4520, 3,34, D:North, S:.
C:4521, 2,34, D:North, S:.
C:4522, 1,34, D:North, S:.
C:4523, 0,34, D:North, S:.
C:4523, -1,34, D:North -> End.
C:4524, 18,57, D:East, S:.
C:4525, 18,58, D:East, S:.
C:4526, 18,59, D:East, S:.
C:4527, 18,60, D:East, S:.
C:4528, 18,61, D:East, S:/
C:4529, 17,61, D:North, S:.
C:4530, 16,61, D:North, S:.
C:4531, 15,61, D:North, S:.
C:4532, 14,61, D:North, S:.
C:4533, 13,61, D:North, S:.
C:4534, 12,61, D:North, S:.
C:4535, 11,61, D:North, S:.
C:4536, 10,61, D:North, S:.
C:4537, 9,61, D:North, S:.
C:4538, 8,61, D:North, S:.
C:4539, 7,61, D:North, S:.
C:4540, 6,61, D:North, S:.
C:4541, 5,61, D:North, S:.
C:4542, 4,61, D:North, S:.
C:4543, 3,61, D:North, S:.
C:4544, 2,61, D:North, S:.
C:4545, 1,61, D:North, S:.
C:4546, 0,61, D:North, S:.
C:4546, -1,61, D:North -> End.
C:4547, 47,72, D:South, S:.
C:4548, 48,72, D:South, S:.
C:4549, 49,72, D:South, S:.
C:4550, 50,72, D:South, S:.
C:4551, 51,72, D:South, S:\
C:4552, 51,73, D:East, S:.
C:4553, 51,74, D:East, S:.
C:4554, 51,75, D:East, S:.
C:4555, 51,76, D:East, S:.
C:4556, 51,77, D:East, S:.
C:4557, 51,78, D:East, S:.
C:4558, 51,79, D:East, S:.
C:4559, 51,80, D:East, S:.
C:4560, 51,81, D:East, S:.
C:4561, 51,82, D:East, S:.
C:4562, 51,83, D:East, S:.
C:4563, 51,84, D:East, S:.
C:4564, 51,85, D:East, S:.
C:4565, 51,86, D:East, S:.
C:4566, 51,87, D:East, S:.
C:4567, 51,88, D:East, S:.
C:4568, 51,89, D:East, S:.
C:4569, 51,90, D:East, S:.
C:4570, 51,91, D:East, S:.
C:4571, 51,92, D:East, S:.
C:4572, 51,93, D:East, S:.
C:4573, 51,94, D:East, S:.
C:4574, 51,95, D:East, S:.
C:4575, 51,96, D:East, S:.
C:4576, 51,97, D:East, S:.
C:4577, 51,98, D:East, S:.
C:4578, 51,99, D:East, S:.
C:4579, 51,100, D:East, S:.
C:4580, 51,101, D:East, S:\
C:4581, 52,101, D:South, S:.
C:4582, 53,101, D:South, S:.
C:4583, 54,101, D:South, S:.
C:4584, 55,101, D:South, S:.
C:4585, 56,101, D:South, S:.
C:4586, 57,101, D:South, S:.
C:4587, 58,101, D:South, S:.
C:4588, 59,101, D:South, S:.
C:4589, 60,101, D:South, S:.
C:4590, 61,101, D:South, S:.
C:4591, 62,101, D:South, S:.
C:4592, 63,101, D:South, S:.
C:4593, 64,101, D:South, S:.
C:4594, 65,101, D:South, S:.
C:4595, 66,101, D:South, S:.
C:4596, 67,101, D:South, S:.
C:4597, 68,101, D:South, S:.
C:4598, 69,101, D:South, S:.
C:4599, 70,101, D:South, S:.
C:4600, 71,101, D:South, S:.
C:4601, 72,101, D:South, S:.
C:4602, 73,101, D:South, S:.
C:4603, 74,101, D:South, S:.
C:4604, 75,101, D:South, S:.
C:4605, 76,101, D:South, S:.
C:4606, 77,101, D:South, S:.
C:4607, 78,101, D:South, S:.
C:4608, 79,101, D:South, S:.
C:4609, 80,101, D:South, S:.
C:4610, 81,101, D:South, S:.
C:4611, 82,101, D:South, S:.
C:4612, 83,101, D:South, S:.
C:4613, 84,101, D:South, S:.
C:4614, 85,101, D:South, S:.
C:4615, 86,101, D:South, S:.
C:4616, 87,101, D:South, S:.
C:4617, 88,101, D:South, S:.
C:4618, 89,101, D:South, S:.
C:4619, 90,101, D:South, S:.
C:4620, 91,101, D:South, S:.
C:4621, 92,101, D:South, S:.
C:4622, 93,101, D:South, S:.
C:4623, 94,101, D:South, S:/
C:4624, 94,100, D:West, S:.
C:4625, 94,99, D:West, S:.
C:4626, 94,98, D:West, S:.
C:4627, 94,97, D:West, S:.
C:4628, 94,96, D:West, S:.
C:4629, 94,95, D:West, S:.
C:4630, 94,94, D:West, S:.
C:4631, 94,93, D:West, S:.
C:4632, 94,92, D:West, S:.
C:4633, 94,91, D:West, S:.
C:4634, 94,90, D:West, S:.
C:4635, 94,89, D:West, S:.
C:4636, 94,88, D:West, S:.
C:4637, 94,87, D:West, S:.
C:4638, 94,86, D:West, S:.
C:4639, 94,85, D:West, S:.
C:4640, 94,84, D:West, S:\
C:4641, 93,84, D:North, S:.
C:4642, 92,84, D:North, S:.
C:4643, 91,84, D:North, S:\
C:4644, 91,83, D:West, S:.
C:4645, 91,82, D:West, S:.
C:4646, 91,81, D:West, S:.
C:4647, 91,80, D:West, S:.
C:4648, 91,79, D:West, S:.
C:4649, 91,78, D:West, S:.
C:4650, 91,77, D:West, S:.
C:4651, 91,76, D:West, S:.
C:4652, 91,75, D:West, S:/
C:4653, 92,75, D:South, S:.
C:4654, 93,75, D:South, S:.
C:4655, 94,75, D:South, S:\
C:4656, 94,76, D:East, S:.
C:4657, 94,77, D:East, S:.
C:4658, 94,78, D:East, S:.
C:4659, 94,79, D:East, S:.
C:4660, 94,80, D:East, S:.
C:4661, 94,81, D:East, S:.
C:4662, 94,82, D:East, S:.
C:4663, 94,83, D:East, S:.
C:4664, 94,84, D:East, S:\
C:4665, 95,84, D:South, S:.
C:4666, 96,84, D:South, S:.
C:4667, 97,84, D:South, S:.
C:4668, 98,84, D:South, S:.
C:4669, 99,84, D:South, S:.
C:4670, 100,84, D:South, S:.
C:4671, 101,84, D:South, S:.
C:4672, 102,84, D:South, S:.
C:4673, 103,84, D:South, S:.
C:4674, 104,84, D:South, S:.
C:4675, 105,84, D:South, S:.
C:4676, 106,84, D:South, S:.
C:4677, 107,84, D:South, S:.
C:4678, 108,84, D:South, S:.
C:4679, 109,84, D:South, S:.
C:4679, 110,84, D:South -> End.
C:4680, 53,73, D:South, S:/
C:4681, 53,72, D:West, S:.
C:4682, 53,71, D:West, S:.
C:4683, 53,70, D:West, S:.
C:4684, 53,69, D:West, S:.
C:4685, 53,68, D:West, S:.
C:4686, 53,67, D:West, S:.
C:4687, 53,66, D:West, S:|
C:4688, 52,66, D:North, S:.
C:4689, 51,66, D:North, S:.
C:4690, 50,66, D:North, S:.
C:4691, 49,66, D:North, S:.
C:4692, 48,66, D:North, S:.
C:4693, 47,66, D:North, S:.
C:4694, 46,66, D:North, S:.
C:4695, 45,66, D:North, S:.
C:4696, 44,66, D:North, S:.
C:4697, 43,66, D:North, S:.
C:4698, 42,66, D:North, S:.
C:4699, 41,66, D:North, S:.
C:4700, 40,66, D:North, S:.
C:4701, 39,66, D:North, S:.
C:4702, 38,66, D:North, S:-
C:4703, 38,65, D:West, S:.
C:4704, 38,64, D:West, S:.
C:4705, 38,63, D:West, S:.
C:4706, 38,62, D:West, S:.
C:4707, 38,61, D:West, S:\
C:4708, 37,61, D:North, S:.
C:4709, 36,61, D:North, S:.
C:4710, 35,61, D:North, S:.
C:4711, 34,61, D:North, S:.
